AGCHM_ENG_NM,LIVESTCK_PISN_RATG_ENG,ECOLGY_PISN_RATG_ENG,livestock_level,ecology_level,SMILES,REFINE_WGS84_LAT,REFINE_WGS84_LOGT,is_valid,PURPOS_NM,DEASEINS_DTLS,CROPS_DTLS
benzobicyclon+carfentrazone-ethyl+flucetosulfuron,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CC(C(C1=C(C=CC=N1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)OC(=O)COC)F,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,자귀풀,가막사리) 및 다년생잡초(올방개,벗풀,올챙이고랭이,너도방동사니)",기계이앙벼(어린모)
carfentrazone-ethyl+fentrazamide+imazosulfuron,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(N=C3N2C=CC=C3)Cl)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
Benzobicyclon+Pendimethalin,Low Toxicity (IV),Rank II,0.01,0.25,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,가막사리,알방동사니,여뀌바늘,밭뚝외풀)",기계이앙벼(어린모)
bensulfuron-methyl+bromobutide+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CC(C)(C)C(C(=O)NC(C)(C)C1=CC=CC=C1)Br.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,자귀풀,가막사리) 및 다년생잡초(올방개,벗풀,올챙이고랭이,너도방동",벼(담수직파벼_표면산파)
benzobicyclon+mefenacet+pyrazosulfuron-ethy,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2.[SMILES_NOT_FOUND: pyrazosulfuron-ethy],37.3834773323,127.1227388669,False,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
dimethametryn+metazosulfuron,Low Toxicity (IV),Rank III,0.01,0.0625,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C.CC1CON=C(O1)C2=C(N(N=C2Cl)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC,37.3834773323,127.1227388669,True,제초제,난방제잡초(새섬매자기),기계이앙벼(어린모)
clothianidin+indoxacarb,Low Toxicity (IV),Rank II,0.01,0.25,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,37.303252115,126.7681510928,True,살충제,벼멸구,벼
validamycin A,Low Toxicity (IV),Rank III,0.01,0.0625,C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,37.4338041322,127.1700933423,True,살균제,갈색잎마름병,잔디
Glyphosate-isopropylamine+saflufenacil,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Glyphosate-isopropylamine].CC(C)N(C)S(=O)(=O)NC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N(C2=O)C)C(F)(F)F,37.3834691837,127.1226706167,False,제초제,일년생 및 다년생 잡초,비농경지
propiconazole+tebuconazole,Low Toxicity (IV),Rank III,0.01,0.0625,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl.CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,37.4005799752,127.1068799859,True,살균제,갈색잎마름병,잔디
chlorantraniliprole+thiacloprid,Avg Toxicity (III),Rank III,0.1,0.0625,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl.C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,37.3834691837,127.1226706167,True,살충제,벼멸구(ULV),벼
penthiopyrad+picoxystrobin,Low Toxicity (IV),Rank I,0.01,1.0,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C.COC=C(C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)C(=O)OC,37.3834691837,127.1226706167,True,살균제,흰가루병,수박(복수박포함)
carbendazim+chlorothalonil,Low Toxicity (IV),Rank I,0.01,1.0,COC(=O)NC1=NC2=CC=CC=C2N1.C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,37.303252115,126.7681510928,True,살균제,탄저병,고추(단고추류포함)
buprofezin+chromafenozide,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2.CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,37.303252115,126.7681510928,True,살충제,벼멸구,벼
isotianil+thifluzamide+clothianidin,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC=C(C(=C1)C#N)NC(=O)C2=C(C(=NS2)Cl)Cl.CC1=NC(=C(S1)C(=O)NC2=C(C=C(C=C2Br)OC(F)(F)F)Br)C(F)(F)F.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.3834691837,127.1226706167,True,살균.살충제,애멸구,벼
benzobicyclon+penoxsulam+pyrazolate,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC.CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피, 물달개비,여뀌바늘,가막사리,자귀풀,밭뚝외풀,알방동사니) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
buprofezin+pyridaben,Avg Toxicity (III),Rank I,0.1,1.0,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2.CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,37.303252115,126.7681510928,True,살충제,온실가루이,토마토(방울토마토포함)
S-metolachlor+thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.303252115,126.7681510928,True,제초제,일년생잡초,콩밭
flufenoxuron,Low Toxicity (IV),Rank II,0.01,0.25,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,37.303252115,126.7681510928,True,살충제,파밤나방,딸기
azimsulfuron+bensulfuron-methyl+pretilachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,가막사리,물달개비,사마귀풀,자귀풀,알방동사니,밭뚝외풀) 및 다년생잡초(벗풀,올방개,너도방동사니,올챙이고랭이)",기계이앙벼(어린모)
sulfur,Low Toxicity (IV),Rank III,0.01,0.0625,[S],37.3834691837,127.1226706167,True,살균제,흰가루병,구기자
pretilachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,가막사리,여뀌바늘,사마귀풀,밭뚝외풀)",기계이앙벼(어린모)
butralin,Low Toxicity (IV),Rank II,0.01,0.25,CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],37.3038691408,126.7673552476,True,생장조정제,액아억제,담배
ethaboxam+famoxadone,Low Toxicity (IV),Rank I,0.01,1.0,CCC1=C(SC(=N1)NCC)C(=O)NC(C#N)C2=CC=CS2.CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,37.3834773323,127.1227388669,True,살균제,노균병,오이
clothianidin,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,,,True,살충제,흰가루병,감(단감)
pretilachlor+pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,,,True,제초제,"일년생잡초(피,물달개비,사마귀풀,여뀌바늘,마디꽃,밭뚝외풀,알방동사니), 다년생잡초(올방개,너도방동사니,올챙이고랭이,벗풀)",담수직파벼(표면산파)
metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,,,True,살균제,역병,담배
Metalaxyl-M,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.3834773323,127.1227388669,True,살균제,뿌리썩음병,생강
cymoxanil+ethaboxam,Low Toxicity (IV),Rank II,0.01,0.25,CCNC(=O)NC(=O)C(=NOC)C#N.CCC1=C(SC(=N1)NCC)C(=O)NC(C#N)C2=CC=CS2,37.3834773323,127.1227388669,True,살균제,노균병,근대
fluazinam,Low Toxicity (IV),Rank I,0.01,1.0,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,37.4339530685,127.1701632418,True,살균제,탄저병,고추(단고추류포함)
Simplicillium lamellicola BCP,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Simplicillium lamellicola BCP],37.7353191673,126.7775690513,False,살균제,잿빛곰팡이병,토마토(방울토마토포함)
benzobicyclon+pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,,,True,제초제,"일년생잡초(피,가막사리,물달개비,밭뚝외풀,사마귀풀,여뀌바늘) 및 다년생잡초(벗풀,올방개,올챙이고랭이)",담수직파벼(표면산파)
carfentrazone-ethyl+fentrazamide+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,자귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
bromobutide+imazosulfuron+penoxsulam,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(C(=O)NC(C)(C)C1=CC=CC=C1)Br.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(N=C3N2C=CC=C3)Cl)OC.COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,37.3834773323,127.1227388669,True,제초제,담수직파벼(무논골뿌림),담수직파벼(무논골뿌림)
mefenacet+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
bensulfuron-methyl+mesotrione+penoxsulam,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-].COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,자귀풀,가막사리,여뀌바늘,사마귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",담수직파벼(표면산파)
bensulfuron-methyl+fentrazamide+mesotrione,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],,,True,제초제,"일년생잡초(피,가막사리,물달개비,밭뚝외풀,여뀌바늘,자귀풀) 및 다년생잡초(벗풀,올방개,올챙이고랭이)",기계이앙벼(어린모)
Benzobicyclon+Cyclosulfamuron+Pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,마디꽃,자귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
benzobicyclon+fentrazamide+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,자귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
bensulfuron-methyl+carfentrazone-ethyl+metamifop,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CC(C(=O)N(C)C1=CC=CC=C1F)OC2=CC=C(C=C2)OC3=NC4=C(O3)C=C(C=C4)Cl,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,사마귀풀,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",담수직파벼(표면산파)
azoxystrobin+tricyclazole,Low Toxicity (IV),Rank III,0.01,0.0625,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC.CC1=C2C(=CC=C1)SC3=NN=CN23,,,True,살균제,흰등멸구,벼
famoxadone+mandiprofamid,Low Toxicity (IV),Rank III,0.01,0.0625,CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4.[SMILES_NOT_FOUND: mandiprofamid],,,False,살균제,일년생잡초,사과
clothianidin+diflubenzuron,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,,,True,살충제,농약보조제,벼
Glyphosate-isopropylamine+mcpa,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Glyphosate-isopropylamine].CC1=C(C=CC(=C1)Cl)OCC(=O)O,,,False,제초제,일년생잡초 및 다년생잡초,사과밭
dinotefuran+etofenprox,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=N[N+](=O)[O-])NCC1CCOC1.CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,37.3834773323,127.1227388669,True,살충제,흑다리긴노린재(무인항공기),벼
flubendiamide+flufenoxuron,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,37.3834773323,127.1227388669,True,살충제,복숭아순나방,사과
buprofezin+thiametoxam,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2.[SMILES_NOT_FOUND: thiametoxam],,,False,살충제,말채나무공깍지벌레,포도
orysastrobin,Avg Toxicity (III),Rank II,0.1,0.25,CC(=NOC)C(=NOC)C(=NOCC1=CC=CC=C1C(=NOC)C(=O)NC)C,37.3834773323,127.1227388669,True,살균제,잎집무늬마름병(무인항공기),벼
bifenthrin+clothianidin,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,,,True,살충제,목화진딧물,국화
boscalid+metrafenon,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl.[SMILES_NOT_FOUND: metrafenon],37.3834773323,127.1227388669,False,살균제,흰가루병,딸기
bifenazate+flufenoxuron,Low Toxicity (IV),Rank II,0.01,0.25,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,37.3834773323,127.1227388669,True,살충제,사과응애,사과
Buprofezin+Thiamethoxam,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2.CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,37.303252115,126.7681510928,True,살충제,오이총채벌레,오이
Carbendazim+Metalaxyl-M,Low Toxicity (IV),Rank III,0.01,0.0625,COC(=O)NC1=NC2=CC=CC=C2N1.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.3834773323,127.1227388669,True,살균제,파굴파리,파
acetamiprid+flufenoxuron,Low Toxicity (IV),Rank III,0.01,0.0625,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,37.3834691837,127.1226706167,True,살충제,애넓적밑빠진벌레,감귤
imidacloprid,Avg Toxicity (III),Rank III,0.1,0.0625,C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,37.2563658009,127.1651202242,True,살충제,솔잎혹파리,소나무
bifenthrin+chromafenozide,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,37.3834691837,127.1226706167,True,살충제,복숭아순나방,복숭아
diflubenzuron,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,37.3834773323,127.1227388669,True,살충제,복숭아심식나방,복숭아
tricyclazole+validamycin a+chromafenozide,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23.C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO.CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,37.3834773323,127.1227388669,True,살균.살충제,혹명나방,벼
acetamiprid+bifenthrin,Low Toxicity (IV),Rank I,0.01,1.0,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,37.3834773323,127.1227388669,True,살충제,갈색날개매미충,블루베리
benfuresate+bensulfuron-methyl+fentrazamide,Low Toxicity (IV),Rank III,0.01,0.0625,CCS(=O)(=O)OC1=CC2=C(C=C1)OCC2(C)C.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl,,,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,여뀌바늘,마디꽃,사마귀풀,자귀풀,가막사리) 및 다년생잡초(벗풀,올방개,올챙이고랭이)",기계이앙벼(어린모)
pendimethalin+pretilachlor,Low Toxicity (IV),Rank II,0.01,0.25,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-].CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,,,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,여뀌바늘,자귀풀,가막사리,알방동사니)",기계이앙벼(어린모)
carfentrazone-ethyl+cyclosulfamuron+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,마디꽃,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
azimsulfuron+benzobicyclon,Low Toxicity (IV),Rank III,0.01,0.0625,CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC.CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,사마귀풀,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",담수직파벼(표면산파)
bifenazate+chlorfenapyr,Avg Toxicity (III),Rank II,0.1,0.25,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC.CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,37.3834773323,127.1227388669,True,살충제,점박이응애,장미
thifluzamide+tricyclazole+thiacloprid,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=NC(=C(S1)C(=O)NC2=C(C=C(C=C2Br)OC(F)(F)F)Br)C(F)(F)F.CC1=C2C(=CC=C1)SC3=NN=CN23.C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,37.3834773323,127.1227388669,True,살균.살충제,벼잎물가파리,벼
dimethametryn+mefenacet+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
azimsulfuron+carfentrazone-ethyl+fentrazamide,Low Toxicity (IV),Rank III,0.01,0.0625,CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC.CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,알방동사니,마디꽃,자귀풀,가막사리,여뀌바늘) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
bifenthrin+diflubenzuron,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,37.3834691837,127.1226706167,True,살충제,복숭아순나방,복숭아
benthiavalicarb-isopropyl+propineb,Low Toxicity (IV),Rank II,0.01,0.25,CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)OC(C)C.CC(CNC(=S)[S-])NC(=S)[S-].[Zn+2],37.303252115,126.7681510928,True,살균제,노균병,오이
